text,author_id,conversation_id,created_at,source,tweet_id,geo_id,retweet_count,reply_count,like_count,quote_count,in_reply_to_user_id,referenced_type,referenced_id
"@bcarepa Diz educadamente para ele se flagrar “com licença, poderia colocar a máscara corretamente, tapando o nariz? Vá que estejas com Covid, né? Nunca se sabe”",1167588157,1482687406197379072,2022-01-16 15:25:35,Twitter for iPhone,1482735793806450690,c44302d542084bfe,0.0,1.0,1.0,0.0,1360654271218388999,replied_to,1482687406197379072
"Alguém que é contra quarentena, distanciamento social, máscara, Lockdown e vacina, é contra a vida. É a favor da morte. Pois não faz nada contra o vírus que se espalha quando uma pessoa se aproxima da outra, toca umas nas outras, respira no mesmo local que a outra.  #COVID19",1167588157,1367511556939010052,2021-03-04 16:25:37,Twitter for iPhone,1367511558746738692,6403b7e96cc202f9,0.0,0.0,1.0,0.0,,replied_to,1367511556939010052
"Fiz tudo isso para poder ser atendida por um médico da cidade que agora resido, e pegar um comprovante de comorbidade (fui diagnosticada com câncer em 2019) para quando chegar a hora poder ser vacinada para Covid 19. E ser vacinada na cidade que eu moro.",1167588157,1385644875157229568,2021-04-23 17:20:57,Twitter for iPhone,1385644877841674247,6403b7e96cc202f9,0.0,1.0,1.0,0.0,,replied_to,1385644876587540480
"Olavo diz também não acreditar em aquecimento global, acha que heterossexuais não pegam AIDS, que Newton disseminou a burrice na Terra, que o COVID-19 é a maior história já inventada na história humana, sua única faculdade foi em Astrologia na PUC-SP. Mora nos EUA desde 2005",1167588157,1275903858196262912,2020-06-24 21:29:20,Twitter for iPad,1275903864030597120,6403b7e96cc202f9,0.0,0.0,0.0,0.0,1113134105493942272,replied_to,1275903858196262912
"@anacpmatias Nem me fale. Ainda + quando envolve dinheiro. 
Gastei 260 reais para vir pra RG. Peguei Covid no caminho. Cheguei aqui e no máximo vi alguns parentes na noite de ano novo e comecei a ter sintomas. Entrei em quarentena. Não estou vendo ninguém que eu queria, nem fazendo nada",1167588157,1479318454431846400,2022-01-07 08:04:14,Twitter for iPhone,1479363231936360449,3c465ed3fc434def,0.0,1.0,0.0,0.0,1222939896349970432,replied_to,1479318454431846400
"Cloroquina não tem comprovação científica, portanto nenhum médico pode ficar inventando tratamento precoce que não existe, indicando Cloroquina que não trata Covid. https://t.co/Yp1Y69Kff4",1167588157,1400110561476685824,2021-06-02 15:22:25,Twitter for iPhone,1400110561476685824,6403b7e96cc202f9,0.0,0.0,2.0,0.0,,,
"Esqueçam os hospitais públicos, privados e os postos de saúde na Grande Florianópolis. Estão todos lotados. Não tem lugar pra mais ninguém, nem pagando. 
Se pegar Covid, te ferra! Fica em casa se tratando do jeito que der. Te vira nos 30. Agora esse é o novo “normal”. https://t.co/sQaklDTNev",1167588157,1373948037006045184,2021-03-22 10:41:53,Twitter for iPhone,1373948037006045184,6403b7e96cc202f9,0.0,0.0,2.0,0.0,18219976,,
"Pelo que vejo nos histories, covid acabou oficialmente esse fds",280808607,1444510072072200192,2021-10-03 03:50:13,Twitter for Android,1444510072072200192,4d5364cb09439a1f,0.0,0.0,1.0,0.0,,,
"após a peste negra, no período medieval, veio o iluminismo; da gripe espanhola, após a primeira grande guerra, o estado de bem estar social..

corona vairus tá aí e quarentena não é férias!! produza, estude, cresça!!!",280808607,1242127917011828736,2020-03-23 16:35:50,Twitter for Android,1242127927531180039,5a4ba2b4cd9a0b2c,0.0,0.0,2.0,0.0,110972400,replied_to,1242127917011828736
"Hoje tem live do Marcelo Gleiser no canal dele no YouTube. O maior físico brasileiro vivo falando sobre as projeções pós covid, vulcão e chernobyl.. 

recomendo não perderem.",280808607,1248942968414896130,2020-04-11 11:56:22,Twitter for Android,1248942968414896130,5a4ba2b4cd9a0b2c,0.0,1.0,0.0,0.0,,,
nada de corona por aqui https://t.co/YFCsw6Wtr5,280808607,1252650489138810880,2020-04-21 17:28:44,Twitter for Android,1252650489138810880,5a4ba2b4cd9a0b2c,0.0,0.0,7.0,0.0,1252427380720893952,,
nada de corona por aqui https://t.co/YFCsw6Wtr5,280808607,1252650489138810880,2020-04-21 17:28:44,Twitter for Android,1252650489138810880,5a4ba2b4cd9a0b2c,0.0,0.0,7.0,0.0,,,
"se esse tal de corona me achar aqui, ele tá mandado https://t.co/0xsiWn3N9k",280808607,1253450600592916481,2020-04-23 22:28:05,Twitter for Android,1253450600592916481,e433fbca595f29e5,0.0,0.0,3.0,0.0,,,
"@Claudio55675391 @hmcpedro @folha @monicabergamo Se ele contaminar só um e esse um contaminar alguém do grupo de risco que venha a morrer, ele tem culpa. Quando um morre de covid, TODOS os que não seguiram as recomendações da OMS são culpados. 

Nem numa pandemia mundial a soberba humana dá uma trégua, pqp.. 🤦🏾‍♂️",280808607,1254034955476389890,2020-04-25 17:09:30,Twitter for Android,1254095200793890817,5a4ba2b4cd9a0b2c,0.0,0.0,16.0,0.0,,replied_to,1254082905711751168
"""amigo, minha tia aqui pegou corona""

então, sabe aquela resenha com seus 5 chegados e aquela fugidinha na casa do @??

deu vontade.",280808607,1254458467915567104,2020-04-26 17:13:00,Twitter for Android,1254458467915567104,5a4ba2b4cd9a0b2c,0.0,0.0,0.0,0.0,,,
Não aparece um robôminion pra comentar em tweet de vítimas do covid. Nem um pêsame. Nada.,280808607,1270453566298349569,2020-06-09 20:31:48,Twitter for Android,1270453566298349569,5a4ba2b4cd9a0b2c,0.0,0.0,0.0,0.0,2544550483,,
"60km de bike com direito a visita à aldeia indígena

vários S no corona ✌🏾 https://t.co/IKnXUlRt7z",280808607,1255233136499347456,2020-04-28 20:31:15,Twitter for Android,1255233136499347456,5a4ba2b4cd9a0b2c,0.0,1.0,3.0,0.0,,,
@ebertfreitass nem corona me alcança,280808607,1255233136499347456,2020-04-28 21:49:05,Twitter for Android,1255252723672498178,5a4ba2b4cd9a0b2c,0.0,1.0,0.0,0.0,,replied_to,1255252099052589056
"Sempre distante do vírus

Sigo invicto 😘✌🏾 https://t.co/Nno1tDxnrU",280808607,1287518604724973568,2020-07-26 22:42:10,Twitter for Android,1287518604724973568,4d5364cb09439a1f,0.0,0.0,0.0,0.0,,,
"Acabo de atender uma ligação do meu tio em que ele me perguntou que negócio eu montaria caso ele ganhasse na mega sena

Acaba logo, vírus FDP!!!!!!",280808607,1276897471348736007,2020-06-27 15:17:35,Twitter for Android,1276897471348736007,5a4ba2b4cd9a0b2c,0.0,0.0,0.0,0.0,,,
"que saudade de ver o Flamengo, tomar no cuuuuuu covid",280808607,1261077829602676747,2020-05-14 23:35:58,Twitter for Android,1261077829602676747,5a4ba2b4cd9a0b2c,0.0,0.0,0.0,0.0,1254470148238520322,,
Não aparece um robôminion pra comentar em tweet de vítimas do covid. Nem um pêsame. Nada.,280808607,1270453566298349569,2020-06-09 20:31:48,Twitter for Android,1270453566298349569,5a4ba2b4cd9a0b2c,0.0,0.0,0.0,0.0,,,
"Assistir à live do @oatila com o @leandrokarnal é um alento no meio de tanta barbárie. Venho falando de conceitos que serão necessários pra construção de um futuro digno pós covid; todos foram debatidos lá. Quer saber como contribuir?? Assista!!!

https://t.co/LBOqSvBJRP",280808607,1264804293976211457,2020-05-25 06:23:37,Twitter for Android,1264804293976211457,5a4ba2b4cd9a0b2c,0.0,0.0,0.0,0.0,,,
@Palmeir73771110 @ericfaria74 Crie o hábito de dar um Google antes de falar merda. https://t.co/XeZtZYkU8V,280808607,1309221157594423296,2020-09-25 01:22:21,Twitter for Android,1309302185512128513,d1fc0c973adbff22,0.0,0.0,0.0,0.0,,replied_to,1309232294260092931
@nessacleite @aquelerebelde Mas não tinha SARS-CoV-2. Sabe a diferença entre elas?? Não?? Pesquise.,280808607,1268714909547868160,2020-06-05 01:51:55,Twitter for Android,1268722185738346497,5a4ba2b4cd9a0b2c,0.0,0.0,0.0,0.0,,replied_to,1268721631117160449
"@nessacleite @aquelerebelde Pq ainda tá falando do estudo da Lancet??? O estudo que tô falando é do The New England Journal of Medicine e foi publicado ontem. Não tem nada a ver um com o outro.

E outra: 2009 já existia covid-19??",280808607,1268714909547868160,2020-06-05 01:46:26,Twitter for Android,1268720804512108544,5a4ba2b4cd9a0b2c,0.0,1.0,0.0,0.0,,replied_to,1268719886047592449
"@nessacleite @aquelerebelde Pq ainda tá falando do estudo da Lancet??? O estudo que tô falando é do The New England Journal of Medicine e foi publicado ontem. Não tem nada a ver um com o outro.

E outra: 2009 já existia covid-19??",280808607,1268714909547868160,2020-06-05 01:46:26,Twitter for Android,1268720804512108544,5a4ba2b4cd9a0b2c,0.0,1.0,0.0,0.0,1161145239681327104,replied_to,1268719886047592449
"@correio Brasil teve tempo de sobra p fazer isso antes da pandemia chegar por aqui, mas resolveu esperar e deixar rolar. Reabriu tudo, fingiu que não existia mais vírus e até tentou reabrir as todas as escolas públicas. Antes eu iria aplaudir essa notícia, agora não é mais q obrigação. 🤷🏻‍♂️",59941951,1326465293615509504,2020-11-11 10:42:06,Twitter for Android,1326475283084554241,5722ff20ba67083b,0.0,0.0,1.0,0.0,711465611356971008,replied_to,1326465293615509504
"@correio Se tratando do Brasil e o seu combate a pandemia, só me vem isso a cabeça quando leio ""casos de infecção por covid em queda"". 😅 https://t.co/QR5APNdNcr",59941951,1306265337868873728,2020-09-16 18:10:14,Twitter for Android,1306294338515804160,5722ff20ba67083b,0.0,0.0,0.0,0.0,,replied_to,1306265337868873728
"@correio ""Este vírus, inofensivo para humanos, mas fatal para suínos, foi detectado em quatro javalis encontrados mortos e em outro animal doente que foi sacrificado...""

Recomendo ler toda a matéria pra não se preocupar atoa.",59941951,1305997322111811584,2020-09-16 01:55:50,Twitter for Android,1306049120986107904,5722ff20ba67083b,0.0,0.0,2.0,0.0,,replied_to,1305997322111811584
@correio Basta analisar a situação dos outros países e botar alguns neurônios pra funcionar pra entender q não tem previsão alguma pra fim de quarentena até q uma solução realmente efetiva exista contra o vírus. Nem adianta desenhar mais. Burrice virou doença e precisa de tratamento. 🤷‍♂️,59941951,1252254917986856962,2020-04-20 16:03:09,Twitter for Android,1252266563094405126,5722ff20ba67083b,0.0,0.0,1.0,0.0,,replied_to,1252254917986856962
"@correio ""A pesquisa reforça a tese de q a covid-19 pode ser transmitida pelo ar..."". É interessante interpretar o texto antes de dizer q era uma informação sabida e de q a notícia é irrelevante. Estudos sempre são bem vindos. É com isso q sabemos q cloroquina não serve pra Covid-19.",59941951,1294717999732199425,2020-08-15 23:57:38,Twitter for Android,1294785351207264261,5722ff20ba67083b,0.0,0.0,1.0,0.0,67150902,replied_to,1294717999732199425
"""Parabéns"" a todos que ainda apoiam esse desgoverno. 👏😐 Se vc está de saco cheio dessa pandemia, saiba que o problema não é só o vírus, mas a burrice dos nossos representantes. Se você os apoia, você é tão burro, senão pior. 👌 https://t.co/GhkVIsOZBw",59941951,1335277640400445442,2020-12-05 17:39:32,Twitter for Android,1335277640400445442,5722ff20ba67083b,0.0,0.0,0.0,0.0,164414648,,
@correio Uma coisa é você abrir locais onde as pessoas ainda têm o direito de querer ir ou não (mesmo achando que não deveriam). Outra é você reabrir escolas onde até surtos de piolho nunca foram extintos. Fechar os olhos pro vírus é a burrice do século.,59941951,1319956891049578496,2020-10-24 13:50:54,Twitter for Android,1319999814977916928,5722ff20ba67083b,0.0,0.0,4.0,0.0,67150902,replied_to,1319956891049578496
"@djferox @correio Você leu que em toda a matéria eles mencionam o risco desses medicamentos no ""tratamento do Covid-19"", certo? Não há uma conspiração contra a cloroquina e hidroxicloroquina. O que estão pedindo é parcimônia no uso desses medicamentos pois possuem efeitos colaterais sérios.",59941951,1254591092936368128,2020-04-27 02:20:37,Twitter for Android,1254596280074096643,5722ff20ba67083b,0.0,0.0,1.0,0.0,,replied_to,1254591845365145600
"@correio Com a quarentena é óbvia a diminuição por leitos nos hospitais, tanto pela Covid-19 quanto por outras causas. Agora dizer que vai aguentar o pico da demanda hospitalar num país sem testes e que já tá querendo abrir todo o comércio é outra história. Não podemos agir sem testes.",59941951,1254387249367486465,2020-04-27 01:58:51,Twitter for Android,1254590804489895936,5722ff20ba67083b,0.0,0.0,0.0,0.0,,replied_to,1254387249367486465
Revoltante demais. Depois ele vem falando em pronunciamento que tá se importando e combater o vírus. 🙄 https://t.co/t4XyoucNZR,59941951,1255326595734216708,2020-04-29 02:42:37,Twitter for Android,1255326595734216708,5722ff20ba67083b,0.0,0.0,0.0,0.0,45870897,,
"@correio ""Eu pensava que a covid não existia, Até eu ficar doente. COVID-19 NÃO É UMA DOENÇA SIMPLES! É pesado...."", escreveu.

Se existe chance de ter o destino desse cara, fico em casa e evito perpetuar a cadeia de transmissão.",59941951,1317835672066117632,2020-10-18 15:17:46,Twitter for Android,1317847348224151552,5722ff20ba67083b,0.0,1.0,13.0,0.0,,replied_to,1317835672066117632
@correio Divide opiniões pq metade emburreceu esse ano. 🙄 Não adianta fingir q não existe pandemia. O vírus ainda tá aí e vai matar gente. Voltar as escolas é acelerar as mortes. Querer aula presencial agora é preguiça de usar o cérebro p pensar em alternativas (q até já existem).,59941951,1320336328907804673,2020-10-25 13:59:25,Twitter for Android,1320364344140566532,5722ff20ba67083b,0.0,0.0,3.0,0.0,,replied_to,1320336328907804673
"@correio ""A pesquisa reforça a tese de q a covid-19 pode ser transmitida pelo ar..."". É interessante interpretar o texto antes de dizer q era uma informação sabida e de q a notícia é irrelevante. Estudos sempre são bem vindos. É com isso q sabemos q cloroquina não serve pra Covid-19.",59941951,1294717999732199425,2020-08-15 23:57:38,Twitter for Android,1294785351207264261,5722ff20ba67083b,0.0,0.0,1.0,0.0,,replied_to,1294717999732199425
"@jairmearrependi A ideia do asno é q como não tem jeito de fugir do vírus (q ""agora EXISTE"" , mas antes era ""só UMA GRIPEZINHA"") e como 70% vai pegar, então ele não faz nada, fica só passeando e falando suas besteiras diárias. O IDIOTA NÃO ENTENDEU Q DA PRA FAZER MUITA COISA PRA SALVAR VIDAS. 😡",59941951,1259235995729432580,2020-05-09 23:07:36,Twitter for Android,1259258749732163585,5722ff20ba67083b,0.0,0.0,0.0,0.0,,replied_to,1259235995729432580
"@olhardigital Os bots vem correndo criticar essas notocias. 😅 Na boa, é tanta burrice que o vírus poderia ter uma mutação e ficar mais agressivo pro ser humano ficar mais esperto. 🤷🏻‍♂️",59941951,1334424633517477888,2020-12-03 10:43:07,Twitter for Android,1334448071497965571,5722ff20ba67083b,0.0,0.0,0.0,0.0,965741665,replied_to,1334424633517477888
"@demori @JornalismoWando ""O estudo sequer foi analisado por seus pares, até porque até agora não foi publicado por nenhuma revista científica"" 😅
O povo ainda dá trela pra uma pesquisa dessa. Papinho de economia sem tratar o vírus com seriedade será sempre idiotice.",59941951,1259448679934709761,2020-05-11 10:40:41,Twitter for Android,1259795558404849665,5722ff20ba67083b,0.0,0.0,0.0,0.0,,replied_to,1259448679934709761
"@correio Todo mundo tem um computador em mãos mas por preguiça não procura a informação que presta. Se tivesse estudado saberia que a máscara de pano (ou a dela de tricô) NÃO PROTEGE DO VÍRUS, mas são uma forma de diminuir a transmissão, juntamente com o distanciamento social. #darwin",59941951,1327511816449175553,2020-11-14 13:04:24,Twitter for Android,1327598256210272257,5722ff20ba67083b,0.0,0.0,3.0,0.0,,replied_to,1327511816449175553
"@correio ""Eu pensava que a covid não existia, Até eu ficar doente. COVID-19 NÃO É UMA DOENÇA SIMPLES! É pesado...."", escreveu.

Se existe chance de ter o destino desse cara, fico em casa e evito perpetuar a cadeia de transmissão.",59941951,1317835672066117632,2020-10-18 15:17:46,Twitter for Android,1317847348224151552,5722ff20ba67083b,0.0,1.0,13.0,0.0,49677865,replied_to,1317835672066117632
"Vi que esfregar pimenta nos olhos e nariz, previne a Covid-19. Se passar no c*, ganha imunidade por até 10 anos. 😌 https://t.co/S3rSwuDa4c",59941951,1280695714629156866,2020-07-08 02:50:27,Twitter for Android,1280695714629156866,5722ff20ba67083b,0.0,0.0,0.0,0.0,,,
"Se isso for verdade e virar pandemia, não precisamos nos preocupar, pois o Brasil já tá quase livre da Covid-19 graças a máscara no queixo e muita cloroquina e ivermectina. Pode vir que vai ser um sucesso. 👌 #sarcasmo (melhor explicar pq o QI da galera tá meio ruim ultimamente) https://t.co/iAJkn3Nk8z",59941951,1281540767228534784,2020-07-10 10:48:23,Twitter for Android,1281540767228534784,5722ff20ba67083b,0.0,0.0,0.0,0.0,,,
"@blogdojefferson MS e sua equipe fizeram milagre em PE. Ficaram 20 dias e como um passe de mágica o número de mortos e casos caíram. Ai o governador da esquerda cara de pau que mandava colocar tudo como covid-19, não teve mais como arrumar defunto. E com os casos zerados. Mandou fechar hospital.",1102261431699951616,1284243654547300353,2020-07-18 06:28:44,Twitter for Android,1284374525564588033,c9f2f46c0d1b963d,0.0,0.0,1.0,0.0,,replied_to,1284243654547300353
"@RenovaMidia Ilegal é a fdp da mulher desse merda do piaui roubar dinheiro dos nossos impostos

Não esquecendo que o merda do marido fez terror com comerciante e a população durante esse infestação do vírus chines

Ilegal é roubar seus merdas",1102261431699951616,1287784834660786176,2020-07-28 13:38:42,Twitter for Android,1288106611441987584,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,,replied_to,1287784834660786176
"Qual a verdade que ninguém quer falar sobre esse vírus?

Por que força as pessoas a tomarem uma vacina?

O que estão escondendo?

Qual deformação esse vírus irá causar na população? https://t.co/4Baf1IiglY",1102261431699951616,1331249471842299908,2020-11-24 14:53:02,Twitter for Android,1331249471842299908,4836d08598bc527b,0.0,0.0,0.0,0.0,,,
"@RenovaMidia Nhonho, deixe de ser canalha e bosta.

Prefere que o povo morra para governadores e prefeitos roubarem mais

Seu imbecil o presidente uso e mostrou que esta se curando do vírus chinês

Nhonho babaca",1102261431699951616,1281176281158123522,2020-07-09 10:56:10,Twitter for Android,1281180339361234952,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,786523568960049153,replied_to,1281176281158123522
"Quem garante que a china não espalhou o vírus através de celulares, eletrônico, roupas e outos!

Todos vez que china espalha uma doença, somente ela sai ganhando.

O vírus se espalhou muito rápido.

Depois que o trump travou colocar títulos do governo. Na China acaba vírus!!!!! https://t.co/MAsBWTIi8a",1102261431699951616,1242491819063214080,2020-03-24 16:41:48,Twitter for Android,1242491819063214080,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,,,
"@RenovaMidia A culpa é da china e das merdas que eles comeram.

A china tem que pagar pelas mortes e prejuízos que causo no mundo todo.

A china é culpa pelo maldito vírus, seu imbecil.",1102261431699951616,1281286446565994496,2020-07-09 19:39:26,Twitter for Android,1281312021896667136,c9f2f46c0d1b963d,0.0,0.0,1.0,0.0,,replied_to,1281286446565994496
"@SF_Moro Mentira.

Bairros que fecharam comércio e pessoas presas dentro de casa.
Ninguém nas ruas.

O vírus aumentou. Todos os dias

Vc é um incompetente e irresponsável",1102261431699951616,1267468789354057731,2020-06-01 20:09:50,Twitter for Android,1267548933141729294,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,722225468783620096,replied_to,1267468789354057731
"@OlavoOpressor Esqueceu canalhas oportunistas.

Esses fdp estão sendo verdadeiros carrasco nos seus estados.

Imaginem se vivessemos na era medieval.
Iriam mandar cortar a cabeça do povo.
A pandemia do vírus chinês, esta mostrando o verdadeiro carater desses governadores vagabundos.",1102261431699951616,1244578485571588098,2020-03-31 10:30:12,Twitter for Android,1244935018146861059,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,,replied_to,1244578485571588098
"@LucianoHuck O seu amigo cachaceiro e mixão, estão a favor do vírus chinês.

Já devolveu o dinheiro do bndes?",1102261431699951616,1263122993036890116,2020-05-21 04:46:09,Twitter for Android,1263330216111493126,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,1081157623678935040,replied_to,1263122993036890116
"Realmente é estranho.
Qual a verdade sobre esse vírus chinês? https://t.co/8jEBlsHxQn",1102261431699951616,1244909315858796545,2020-03-31 08:48:04,Twitter for Android,1244909315858796545,c9f2f46c0d1b963d,0.0,0.0,1.0,0.0,,,
"@OlavoOpressor Esqueceu canalhas oportunistas.

Esses fdp estão sendo verdadeiros carrasco nos seus estados.

Imaginem se vivessemos na era medieval.
Iriam mandar cortar a cabeça do povo.
A pandemia do vírus chinês, esta mostrando o verdadeiro carater desses governadores vagabundos.",1102261431699951616,1244578485571588098,2020-03-31 10:30:12,Twitter for Android,1244935018146861059,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,809124436880322561,replied_to,1244578485571588098
"Esse vírus se transmitia entre ratos na bolívia.

Agora se transmiti entre pessoas. https://t.co/F1N2uZGvIN",1102261431699951616,1329077775047692288,2020-11-18 15:03:29,Twitter for Android,1329077775047692288,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,1261906782311546884,,
"É triste ver que o brasil estava saindo de uma crise e caminhando para o crescimento.

Ver que em determinada área estavão començando a se desenvolver, e ai vem um maldito vírus chinês, governadores e prefeitos corruptos para atrapalhar o brasileiro https://t.co/1U4kTROXHO",1102261431699951616,1270005858294956032,2020-06-08 14:52:46,Twitter for Android,1270005858294956032,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,,,
"Na paraíba um morreu de ""suposta"" penumonia
É que a família tem dinheiro e ""abafou"" o real motivo da morte 

Mas teve oportunista que disse que foi o vírus chinês
Mas quebrou a cara. Deu negativo para corvid duas vezes
Tudo agora é o vírus, morre de toma viagra a culpa é do vírus https://t.co/VU6zasW5fo",1102261431699951616,1245183504922615812,2020-04-01 02:57:36,Twitter for Android,1245183504922615812,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,,,
"Chine espalha e mata milhares pelo mundo.

E agora é o único que esta faturando bilhões de dolares com o vírus que espalhou.

Assassino https://t.co/WAwvBSuF8d",1102261431699951616,1250839879631732736,2020-04-16 17:34:01,Twitter for Android,1250839879631732736,c9f2f46c0d1b963d,0.0,0.0,1.0,0.0,,,
"Oms e china, tem que serem  processados pelos prejuízos e danos que causaram no mundo todo

China escondeu e depois com o vírus pelo mundo, foi a única que faturou bilhões com o caos e as  mortes

Vendendo epi e respiradores. https://t.co/dkzw3zSLSi",1102261431699951616,1270658568933511168,2020-06-10 10:06:25,Twitter for Android,1270658568933511168,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,,,
"Governador do rn, pe, ba, ma e pb, estão obrigando médico a tratar todos como se fosse covid, essa é a ordem.

A ordem é ter o maior número de vírus chinés https://t.co/ozaJXIfnul",1102261431699951616,1285337979989434370,2020-07-20 22:17:09,Twitter for Android,1285337979989434370,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,,,
"@RenovaMidia Nhonho, deixe de ser canalha e bosta.

Prefere que o povo morra para governadores e prefeitos roubarem mais

Seu imbecil o presidente uso e mostrou que esta se curando do vírus chinês

Nhonho babaca",1102261431699951616,1281176281158123522,2020-07-09 10:56:10,Twitter for Android,1281180339361234952,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,,replied_to,1281176281158123522
"Pq ninguém fala que essas vacinas alteraram o DNA
Uma vacina leva 20 anos de estudo Mas querem em 9 meses todos de cobaia
Talidomida deformou e matou milhares de fetos/crianças Somente depois de 50 anos reconheceram erro
Pq laboratório querem habeas-corpus contra efeitos do vírus https://t.co/f9I84l40dj",1102261431699951616,1337545721881518080,2020-12-11 23:52:05,Twitter for Android,1337545721881518080,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,,,
"Se esse fdpp chineses subornaram antes.

Imagina agora que eles mentiram, mataram, espalharam e destruíram milhares de famílias

Isso é uma prova que esse vírus desgracado chinês foi fabricado em laboratório

Qto doriana esta ganhando para usar os paulistas de cobaia? https://t.co/lIXppeBL3E",1102261431699951616,1335113569889882113,2020-12-05 06:47:34,Twitter for Android,1335113569889882113,c9f2f46c0d1b963d,0.0,0.0,0.0,0.0,39366339,,
"""o percentual elevado de casos pela nova linhagem em janeiro, afirma Felipe Naveca, virologista e pesquisador, reitera a preocupação dos cientistas e sugere uma melhor adaptação do vírus, que pode ter se tornado mais transmissível"". https://t.co/SAqI427VQ5",44633150,1355229526029168645,2021-01-29 19:01:12,Twitter for Android,1355229526029168645,45e3bce63f2beeee,0.0,0.0,0.0,0.0,,,
"o domingo amanheceu triste com a partida prematura do professor e meu amigo Wellington, 28, chamado carinhosamente de Pônei. ele foi uma das mentes mais brilhantes que conheci nos corredores da @UFAM_ . perde a educação do AM, do Brasil. de complicações decorrentes da Covid-19.",44633150,1363516007759937544,2021-02-21 15:48:43,Twitter for Android,1363516007759937544,45e3bce63f2beeee,0.0,1.0,0.0,0.0,1308911388136529920,,
o Laboratório Central de Saúde Pública realizou a coleta de amostras biológicas do paciente e o resultado ficará pronto neste sábado (28). se confirmado será a segunda morte por covid-19 no Amazonas,44633150,1243667394574389250,2020-03-27 22:33:08,Twitter for Android,1243667397183225860,45e3bce63f2beeee,0.0,0.0,0.0,0.0,,replied_to,1243667394574389250
o moleque mandou o recado: FODA-SE O CORONA https://t.co/sIE4sHYkC6,44633150,1484652739103764485,2022-01-21 22:22:51,Twitter for Android,1484652739103764485,4ced2a0296d13aad,0.0,0.0,1.0,0.0,,,
conscientizando adolescentes a tomarem a primeira dose da vacina contra a Covid-19 na mesma manhã em que o xexelentíssimo e seus capangas estão em Manaus fazendo campanha eleitoral antecipada. nunca me senti tão útil ao meu país.,44633150,1428018475486822401,2021-08-18 15:38:30,Twitter for Android,1428018475486822401,45e3bce63f2beeee,0.0,0.0,2.0,0.0,,,
"resumo do boletim de covid-19 desta quinta-feira, 02 https://t.co/kmxPhPcTyq",44633150,1245771920034930688,2020-04-02 20:20:11,Twitter for Android,1245808265562394624,45e3bce63f2beeee,1.0,0.0,0.0,0.0,,replied_to,1245807563414929408
e começamos o domingo com 13 mortes por covid-19 no Amazonas 😔,44633150,1246803785986514954,2020-04-05 14:16:01,Twitter for Android,1246803785986514954,45e3bce63f2beeee,0.0,0.0,1.0,0.0,,,
"segunda dose da vacina contra a Covid-19, ok!

e aquele ""viva"" e ""defenda o SUS"" pra não perder o costume ❤️💉 https://t.co/6s93cJZVmd",44633150,1425526464418562056,2021-08-11 18:36:08,Twitter for Android,1425526464418562056,45e3bce63f2beeee,0.0,2.0,17.0,0.0,,,
o que se passa exatamente na cabeça de um jovem na casa dos 20 com acesso amplo à informação que ainda não tomou a primeira dose da vacina contra a Covid-19? estão esperando a nova onda? 🤔,44633150,1417297490869694466,2021-07-20 01:37:08,Twitter for Android,1417297490869694466,45e3bce63f2beeee,0.0,0.0,1.0,0.0,1025517790650871808,,
"o Comitê Intersetorial de Enfrentamento da Covid-19 decidiu, ontem, adiar, para o dia 14 de fevereiro, o início do ano letivo de 2022 nas escolas da rede pública do Amazonas.",44633150,1482348535794311179,2022-01-15 13:46:46,Twitter for Android,1482348535794311179,4ced2a0296d13aad,0.0,0.0,0.0,0.0,,,
"@samus_chan @manaus_pop (...) o vírus precisa de gente circulando pra se espalhar ainda mais, ameba",44633150,1257025902984265728,2020-05-03 21:01:28,Twitter for Android,1257052679702040576,45e3bce63f2beeee,0.0,1.0,8.0,0.0,,replied_to,1257026346015916032
"a @PrefManaus ter um receituário padrão com medicamentos AMPLAMENTE rechaçados como ineficazes contra a COVID-19 em pleno janeiro de 2022 é de um disparate sem tamanho, olha!",44633150,1484967714342981638,2022-01-22 19:14:27,Twitter for Android,1484967714342981638,4ced2a0296d13aad,0.0,0.0,0.0,0.0,,,
"@BetoAndC @Carol_freitas91 @ACritica se os referidos medicamentos fossem COMPROVADAMENTE (análise clínica, ciência, sabe...) eficazes no tratamento da Covid-19, óbvio, que todo mundo tomaria sem problema nenhum, Roberto",44633150,1263540732037603328,2020-05-22 14:32:12,Twitter for Android,1263840085742628866,45e3bce63f2beeee,0.0,1.0,1.0,0.0,,replied_to,1263788058169823234
